pmid,title,abstract,authors,journal,publication_date,retrieved_with_keyword
31769641,"ST534: the new sequence type of Corynebacterium diphtheriae causing diphtheria in Jakarta and surrounding areas, Indonesia.","BACKGROUND/AIM: The aim of this study was to find out characteristics and patterns of the spread of Corynebacterium diphtheriae isolated from Jakarta and the surrounding areas, using the whole genome sequencing (WGS) technique and multilocus sequence typing (MLST) approach. MATERIALS AND METHODS: The study samples consisted of 86 C. diphtheriae isolates, which were isolated from diphtheria patients and close contacts of patients. The DNA sequencing was carried out using the WGS technique. Data conversion applied the U-gene software. Molecular typing was conducted through the MLST approach, then followed by online data analysis. RESULTS: The results showed that as many as 43 (50%) of all samples examined were new types with the same allele profile, namely 9-1- 13-4-3-3-4. New sequence type C. diphtheriae is registered in the MLST global database as ST534 based on the allele profile. The tox gene analysis in 43 isolates with ST534 indicated that there were three mutation positions, all of which were silent mutations. CONCLUSION: The main cause of diphtheria in Jakarta and the surrounding areas is a new sequence type of C. diphtheriae registered as ST534.","Sunarno S, Rukminiati Y, Saraswati RD",Turk J Med Sci,2020 Feb 13,Diphtheria AND Indonesia
30333279,Adult Diphtheria Vaccination.,"Low adult vaccination coverage in Indonesia may contribute to a recent outbreak of diphtheria in Indonesia. Although well known as a pediatric vaccine, diphtheria vaccination should be administered as booster to adolescence and adults for longer prevention. Adult vaccine differs from pediatric vaccine but have similar protection. Additionally, there is special recommendation to vaccinate pregnant women and elderly people aged 65 years or more.",Rengganis I,Acta Med Indones,2018 Jul,Diphtheria AND Indonesia
26226444,"Seroprevalence and Determinants of Immunity to Diphtheria for Children Living in Two Districts of Contrasting Incidence During an Outbreak in East Java, Indonesia.","BACKGROUND: In 2012, an ongoing outbreak of diphtheria in Indonesia was focused in the province of East Java. There was a need to assess vaccine coverage and immunity gaps in children. METHODS: We conducted a cross-sectional seroprevalence and vaccine coverage survey of children 1-15 years of age in 2 districts of East Java: one of high incidence (on the island of Madura) and one of low incidence (on the mainland). From each district, we sampled 150 children (10 children per year of age). Sera and throat swabs were taken to determine immunity and carriage status. Immunity was defined as >/=0.1 international unit/mL of antibody to diphtheria toxin. RESULTS: A total of 297 children were selected to participate in the study. Coverage of three doses of combined vaccine for diphtheria, tetanus and pertussis was significantly lower (P < 0.001) in the high incidence district compared with the low [57%, 95% confidence interval (CI): 36-78 vs. 97%, 95% CI: 93-100]. Despite this higher vaccine coverage, seroprevalence of immunity was lower in the low incidence district compared with the high (71%, 95% CI: 63-80 vs. 83%, 95% CI: 76-90). Immunity in the high incidence district was associated with increased age, increased prevalence of toxigenic Corynebacterium diphtheriae carriers and with receipt of multiple (and likely more recent) boosters. CONCLUSIONS: Significant variation exists in vaccine coverage and seroprevalence of immunity to diphtheria in East Java. Immunity in high incidence districts is likely because of natural immunity acquired through exposure to toxigenic C. diphtheriae. Booster vaccines are essential for achieving protective levels of immunity.","Hughes GJ, Mikhail AF, Husada D, Irawan E, Kafatos G, Bracebridge S, Pebody R, Efstratiou A",Pediatr Infect Dis J,2015 Nov,Diphtheria AND Indonesia
35077880,"What is the true burden of diphtheria, tetanus, pertussis and poliovirus in children aged 3-18 years in Asia? A systematic literature review.","OBJECTIVES: In recent years, outbreaks and a rising incidence of diphtheria, tetanus, and pertussis have occurred in Asia, particularly in older children. METHODS: A systematic search of MEDLINE and Embase was conducted from January 2000 to October 2020 to identify the epidemiology of diphtheria, tetanus, pertussis, and poliomyelitis in children and adolescents (aged 3-18 years) in Asia. The results were then related to vaccination schedules, booster coverage rates, pertussis source of infection, and booster immunogenicity, as identified by a pragmatic review. The International Prospective Register of Systematic Reviews (PROSPERO) registration: #CRD42020222445. RESULTS: A total of 35 studies were included in this review. Limited data were reported on the epidemiology of diphtheria, tetanus, pertussis, and poliomyelitis. Data from studies reporting the incidence of diphtheria and pertussis exemplify the shift in epidemiology to older children/adolescents. Seroprevalence data suggest that immunity to pertussis and diphtheria is below the level of herd immunity in several Asian countries in this population. CONCLUSION: The true burden of diphtheria, pertussis, and tetanus in children aged 3-18 years in Asia is unknown because of weak or absent nationwide surveillance systems. The available evidence highlights the inadequacies in immunity, either by gaps in a recommendation or suboptimal booster coverage, supporting the public health need for booster vaccinations in this population.","Nicholson L, Adkins E, Karyanti MR, Ong-Lim A, Shenoy B, Huoi C, Vargas-Zambrano JC",Int J Infect Dis,2022 Apr,Diphtheria AND Indonesia
36721501,Genetic characterization of diphtheria tox B to evaluate vaccine efficacy in Indonesia.,"BACKGROUND AND OBJECTIVES: Blocking the attachment of diphtheria toxins to host cells through the intact receptor binding site (tox B) was the initial mechanism of action of the diphtheria vaccine. Diphtheria outbreaks in populations with good vaccination coverage can be caused by mutations or changes in the genetic structure of the tox B protein. The aim of this study was to characterize the Tox B protein produced by Corynebacterium diphtheriae isolated from 2018 to 2019 in patients in Jakarta who had already received the diphtheria vaccine. MATERIALS AND METHODS: Of the 89 throat swab specimens of patients with a clinical diagnosis of diphtheria, 10 were positive for diphtheria and toxin. PCR was used to amplify the tox B DNA fragment in the 10 positive isolates. DNA sequencing was conducted with overlapping primers and the DNA sequences were analysed by using SeqScape V2.7. RESULTS: Of the 10 isolates, nine isolate showed a DNA mutation (G30A), but the mutation did not change the amino acid encoding arginin (silent mutation). Our findings indicate that the efficacy of the diphtheria vaccine used in Indonesia has not decreased because of mutations in the tox B genes not change the amino acid. CONCLUSION: Overall, there are no amino acid changes in the tox B protein, indicating that the outbreaks are not affected by mutation in tox B. Another possible mechanism - overexpression of the toxin - is likely responsible for causing diphtheria in patients who have a complete history of immunization in Indonesia.","Rosana Y, Lusiana DIG, Yasmon A",Iran J Microbiol,2022 Aug,Diphtheria AND Indonesia
37112714,Assessing Geographic Overlap between Zero-Dose Diphtheria-Tetanus-Pertussis Vaccination Prevalence and Other Health Indicators.,"The integration of immunization with other essential health services is among the strategic priorities of the Immunization Agenda 2030 and has the potential to improve the effectiveness, efficiency, and equity of health service delivery. This study aims to evaluate the degree of spatial overlap between the prevalence of children who have never received a dose of the diphtheria-tetanus-pertussis-containing vaccine (no-DTP) and other health-related indicators, to provide insight into the potential for joint geographic targeting of integrated service delivery efforts. Using geospatially modeled estimates of vaccine coverage and comparator indicators, we develop a framework to delineate and compare areas of high overlap across indicators, both within and between countries, and based upon both counts and prevalence. We derive summary metrics of spatial overlap to facilitate comparison between countries and indicators and over time. As an example, we apply this suite of analyses to five countries-Nigeria, Democratic Republic of the Congo (DRC), Indonesia, Ethiopia, and Angola-and five comparator indicators-children with stunting, under-5 mortality, children missing doses of oral rehydration therapy, prevalence of lymphatic filariasis, and insecticide-treated bed net coverage. Our results demonstrate substantial heterogeneity in the geographic overlap both within and between countries. These results provide a framework to assess the potential for joint geographic targeting of interventions, supporting efforts to ensure that all people, regardless of location, can benefit from vaccines and other essential health services.","Haeuser E, Nguyen JQ, Rolfe S, Nesbit O, Fullman N, Mosser JF",Vaccines (Basel),2023 Apr 5,Diphtheria AND Indonesia
32970569,Triage in the Time of Diphtheria.,"INTRODUCTION: A diphtheria outbreak occurred in 2017 in Jakarta, Indonesia, during which our hospital was appointed as a referral hospital where patients with upper respiratory tract symptoms were sent for confirmation of the diagnosis and medical intervention. In this study we review the implementation of the emergency department (ED) triage process and patient flow management during the diphtheria outbreak. No previous study in Indonesia has provided a detailed report on the triage process during infectious disease outbreaks. METHOD: We modified our pre-existing hospital triage method according to the ""identify, isolate, and inform"" principle. We developed novel criteria for triage to identify triage-suspected cases and also a diphtheria package to simplify the diagnostic process. Four separate rooms were modified to isolation spaces to enable medical staff to observe these patients. We obtained data from the ED outbreak registry and electronic health records. RESULTS: Of 60 cases of triage-suspected diphtheria, six were classified as suspected diphtheria. The mean time from ""identify"" to ""isolate"" was 3.5 minutes, and from ""isolate"" to ""inform"" was 10 minutes. Mean ED length of stay for probable diphtheria was 24.46 hours. No medical personnel in the ED showed any signs of diphtheria 30 days after the outbreak had abated. CONCLUSION: The modified criteria can help triage officers detect suspected diphtheria cases and measure the triage response time. Use of the diphtheria package and four separate rooms in the ED could act as an infection control procedure and facilitate the improvement of the diagnostic process.","Habib H, Kurniawaty H",West J Emerg Med,2020 Aug 21,Diphtheria AND Indonesia
35873280,Whole-genome sequencing data of Corynebacterium diphtheriae isolated from diphtheria outbreaks in Indonesia.,"Corynebacterium diphtheriae (C. diphtheriae) is the causative agent of diphtheria. The main virulence factor of C. diphtheriae is diphtheria toxin, which is encoded by the tox gene and regulated by the dtxR gene. The tox and dtxR genes are used as genetic markers to identify bacteria causing diphtheria by PCR. Here, we present the whole-genome sequencing (WGS) data of 18 C. diphtheriae isolates from diphtheria outbreaks in different regions in Indonesia. We used these data to identify single nucleotide polymorphisms (SNPs) associated with the tox and dtxR genes to verify the accuracy of the PCR assay and performed molecular typing with a multilocus sequence typing (MLST) approach. The data can be used for further analyses, such as antimicrobial resistance and bacterial virulence factors.","Setiawaty V, Puspandari N, Saraswati RD, Febriyana D, Febrianti T, Rukminiati Y, Muna F, Fitriana F, Safari D, Pratama R, Lienggonegoro LA, Sunarno S",Data Brief,2022 Aug,Diphtheria AND Indonesia
39280325,Determinants of mortality in relationship between clinical and laboratory characteristics with the outcomes of children with diphtheria: A cross-sectional study at a national hospital of Sumatra region in 2020- 2023.,"In 2017, diphtheria outbreaks occurred in several provinces in Indonesia; however, the epidemiological data in the country is limited. The aim of this study was to determine the association between clinical findings and laboratory parameters associated with mortality of children with diphtheria. A retrospective cohort study was conducted at Haji Adam Malik General Hospital, Medan, Indonesia, covering diphtheria patients from January 2020 to December 2023. All patients aged 1-18 years clinically diagnosed with diphtheria were considered eligible. The associations between demographic characteristics, clinical features, immunization status, complications, and laboratory profiles with mortality were determined using Fisher's exact test, and the odds ratio (OR) with a 95% confidence interval (95%CI) was calculated. Our data indicated that the clinical characteristics of myocarditis (p=0.005) and airway obstruction (p=0.003) were associated with mortality. There was also a significant association between thrombocytopenia (p=0.020) and mortality in diphtheria patients. Patients with airway obstruction were 13 times more likely to have an increase in mortality compared to patients without airway obstruction. This study highlights that clinical and laboratory characteristics could be associated with in-hospital mortality of diphtheria cases, and therefore, pediatricians should be aware of the presence of those characteristics to prevent the mortality of the patients.","Dinanti SP, Ramayani OR, Pasaribu AP",Narra J,2024 Aug,Diphtheria AND Indonesia
38312350,Assessing the impact of booster vaccination on diphtheria transmission: Mathematical modeling and risk zone mapping.,"The COVID-19 pandemic caused significant disruptions in the healthcare system, affecting vaccinations and the management of diphtheria cases. As a consequence of these disruptions, numerous countries have experienced a resurgence or an increase in diphtheria cases. West Java province in Indonesia is identified as one of the high-risk areas for diphtheria, experiencing an upward trend in cases from 2021 to 2023. To analyze the situation, we developed an SIR model, which integrated DPT and booster vaccinations to determine the basic reproduction number, an essential parameter for infectious diseases. Through spatial analysis of geo-referenced data, we identified hotspots and explained diffusion in diphtheria case clusters. The calculation of R(0) resulted in an R(0) = 1.17, indicating the potential for a diphtheria outbreak in West Java. To control the increasing cases, one possible approach is to raise the booster vaccination coverage from the current 64.84% to 75.15%, as suggested by simulation results. Furthermore, the spatial analysis revealed that hot spot clusters were present in the western, central, and southern regions, posing a high risk not only in densely populated areas but also in rural regions. The diffusion pattern of diphtheria clusters displayed an expansion-contagious pattern. Understanding the rising trend of diphtheria cases and their geographic distribution can offer crucial insights for government and health authorities to manage the number of diphtheria cases and make informed decisions regarding the best prevention and intervention strategies.","Fauzi IS, Nuraini N, Sari AM, Wardani IB, Taurustiati D, Simanullang PM, Lestari BW",Infect Dis Model,2024 Mar,Diphtheria AND Indonesia
26686508,"The immunogenicity, safety, and consistency of an Indonesia combined DTP-HB-Hib vaccine in expanded program on immunization schedule.","BACKGROUND: WHO recommended incorporation of Haemophilus influenzae type b (Hib) vaccination into immunization program. Indonesia would adopt Hib as a National Immunization Program in 2013. We aimed at analyzing immunogenicity, safety, and consistency of a new combined DTP-HB-Hib (diphtheria-tetanus-pertussis-Hepatitis B-Haemophilus influenza B) vaccine. METHODS: A prospective, randomized, double blind, multicenter, phase III study of Bio Farma DTP-HB-Hib vaccine conducted in Jakarta and Bandung, August 2012 - January 2013. Subjects were divided into three groups with different batch number. Healthy infants 6-11 weeks of age at enrollment were immunized with 3 doses of DTP-HB-Hib vaccine with interval of 4 weeks, after birth dose of hepatitis B vaccine. Blood samples obtained prior to vaccination and 28 days after the third dose. Safety measures recorded until 28 days after each dose. RESULTS: Of 600 subjects, 575 (96 %) completed study protocol. After 3 doses, 100.0 and 96.0 % had anti-PRP concentration >/=0.15 and >/=1.0 mug/ml. Anti-diphtheria and anti-tetanus concentration >/=0.01 IU/ml detected in 99.7 and 100.0 %; while concentration >/=0.1 IU/ml achieved in 84.0 and 97.4 %. Protective anti-HBs found in 99.3 %. The pertussis vaccine response rate was 84.9 %. None Serious Adverse events (SAEs) considered related to study vaccine or procedure. CONCLUSIONS: The 3-dose of DTP-HB-Hib was immunogenic, well tolerated and suitable for replacement of licensed-equivalent vaccines based on immunologic and safety profiles. TRIAL REGISTRATION: NCT01986335 - October 30(th) 2013.","Rusmil K, Gunardi H, Fadlyana E, Soedjatmiko, Dhamayanti M, Sekartini R, Satari HI, Risan NA, Prasetio D, Tarigan R, Garheni R, Milanti M, Hadinegoro SR, Tanuwidjaja S, Bachtiar NS, Sari RM",BMC Pediatr,2015 Dec 19,Diphtheria AND Indonesia
10195774,Safety and immunogenicity of combined diphtheria-tetanus-pertussis (whole cell and acellular)-Haemophilus influenzae-b conjugate vaccines administered to Indonesian children.,"A randomized double-blind trial was conducted to evaluate the safety and immunogenicity of vaccines comprised of diphtheria (D) and tetanus (T) toxoids combined with either a whole cell (P) or an acellular (aP) pertussis component and Haemophilus influenzae type b polyribosylphosphate (PRP) tetanus toxoid conjugate (PRP-T) in Indonesian infants. Three doses of either DTaP, DTaP-PRP-T, or DTP-PRP-T were administered to 930 infants approximately 2-3 months of age and at 2 month intervals thereafter. A booster dose of either DTP-PRP-T or DTaP-PRP-T was administered at 15-18 months of age. Both local and systemic reactions occurred at a significantly (p < 0.001-0.026) higher rate in the group that received whole cell pertussis vaccine versus groups which were immunized with aP containing vaccines. There was no significant difference (p > 0.05) in the rate of adverse events between groups immunized with DTaP or DTaP PRP T. One month after the third dose of vaccine, 99% of subjects had achieved > or =0.1 IU of anti-D and anti-T antibody per ml of serum. The geometric mean titer (GMT) to D was significantly (p < 0.001) higher in the group immunized with DTaP versus the other two groups whereas the anti-T GMT was significantly (p < 0.006) higher for the group immunized with DTP-PRP-T. Both the anti-pertussis toxin (PT) and anti-filamentous hemagglutinin (FHA) antibody levels were significantly (p < 0.001) higher in recipients of acellular versus whole cell pertussis vaccine. In contrast, the anti-B. pertussis agglutinating antibody response was significantly (p < 0.0001) higher in the group immunized with whole cell pertussis vaccine. The anti-PRP GMTs (microg antibody/ml) at 7 months were 0.096, 3.35 and 6.11 for groups immunized with DTaP, DTaP-PRP-T and DTP-PRP-T, respectively. The GMT for those immunized with DTP-PRP-T was significantly (p < 0.001) higher compared to recipients of DTaP-PRP-T. The percent of children who attained > or =0.15 or > or =1 microg/ml after immunization was 18 and 2% for the DTaP group, 93 and 76% for the DTaP-PRP-T group and 97 and 88% for the DTP-PRP-T group. At the > or =1 microg/ml level the difference between the DTaP-PRP0-T and DTP-PRP-T groups was significant (p < 0.01). Children immunized with either DTaP, DTaP-PRP-T, or DTP-PRP-T were reimmunized with DTaP-PRP-T whereas a portion of children immunized with DTP PRP T where also boosted with this vaccine at 15-18 months of age. There was a vigorous anamnestic response to the D and T components with all children possessing > or =0.1 IU/ml. There was also a substantial increase in anti-PT, anti-FHA and B. pertussis agglutinating antibodies. The poorest anti-PT response was seen among children receiving DTP-PRP-T for both primary and reimmunization while the highest agglutinating antibody response followed receipt of 4 doses of DTP-PRP-T. Greater than 80% of children immunized with either DTP PRP T or DTaP-PRP-T possessed > or =0.15 microg/ml before boosting versus 38% for those vaccinated with DTaP (p < 0.001). Primary immunization with DTP-PRP-T resulted in a significantly (p < 0.05) higher percentage (72%) maintaining > or =1 microg/ml compared to those immunized with DTaP-PRP-T (46%). Prior to reimmunization, the anti-PRP GMT was significantly (p < 0.005) higher for children immunized with 3 doses of DTP-PRP-T versus DTaP-PRP-T. Subsequent to reimmunization, > or =95% of subjects attained > or =1 microg/ml.","Richie E, Punjabi NH, Harjanto SJ, Wangsasaputral F, Sukandar M, Supriatman M, Simanjuntak CH, Que JU, Cryz SJ Jr",Vaccine,1999 Mar 17,Diphtheria AND Indonesia
39340062,The Improvement of Adaptive Immune Responses towards COVID-19 Following Diphtheria-Tetanus-Pertussis and SARS-CoV-2 Vaccinations in Indonesian Children: Exploring the Roles of Heterologous Immunity.,"BACKGROUND: Routine childhood vaccination, e.g., for diphtheria, tetanus, and pertussis (DTP), might provide additional protection against SARS-CoV-2 infection. This concept of heterologous immunity was explored in healthy children receiving both DTP and inactivated SARS-CoV-2 vaccines. METHODS: A cross-sectional study was performed on 154 healthy children aged 6-8 years old in Jakarta, Indonesia. Their vaccination status for the DTP (including a diphtheria-tetanus booster vaccine at 5 years old) and CoronaVac (from 6 years old) vaccines were recorded. Peripheral blood samples were collected from all participants, in which anti-diphtheria toxoid IgG and anti-SARS-CoV-2 S-RBD antibodies and T cell-derived IFN-gamma were measured. RESULTS: The study participants with complete DTP vaccination had significantly higher titers of anti-diphtheria toxoid IgG than the ones without (median = 0.9349 versus 0.2113 IU/mL; p < 0.0001). Upon stratification based on DTP and CoronaVac vaccination statuses, the participants with complete DTP and CoronaVac vaccinations had the highest titer of anti-SARS-CoV-2 S-RBD antibodies (median = 1196 U/mL) and the highest concentration of SARS-CoV-2-specific T cell-derived IFN-gamma (median = 560.9 mIU/mL) among all the groups. CONCLUSIONS: Healthy children aged 6-8 years old with complete DTP and CoronaVac vaccinations exhibited stronger SARS-CoV-2-specific T cell immune responses. This might suggest an additional benefit of routine childhood vaccination in generating protection against novel pathogens, presumably via heterologous immunity.","Santi T, Jo J, Harahap AR, Werdhani RA, Hadinegoro SRS, SahBandar IN, Prayitno A, Munasir Z, Vandenplas Y, Hegar B",Vaccines (Basel),2024 Sep 9,Diphtheria AND Indonesia
39330893,"Eleven-Year Report of High Number of Diphtheria Cases in Children in East Java Province, Indonesia.","A high incidence of diphtheria cases in children in East Java province, Indonesia, has been observed since the beginning of this century. Despite many efforts, the outbreaks continue. This study aims to explain the high incidence of diphtheria in children in East Java province since 2013. This cross-sectional surveillance report-based study used data from 38 districts in East Java since 1 January 2013. Collected data included demographics, clinical information, additional examinations, immunization history, and close contact management. Over eleven years, there were 4009 diphtheria patients, of whom 2921 (72.86%) were under 18 years of age. Boys (59.77%) outnumbered girls, and the most common age category was >60-144 months (51.66%). Most cases had incomplete or zero immunization (76.16%). Tonsillopharyngeal diphtheria was the most common type (69.60%). The five top districts with the most cases were Surabaya, Sidoarjo, Kabupaten Blitar, Kota Malang, and Kabupaten Malang. The eleven-year case fatality rate (CFR) was 2.36% (69/2921). This study shows that diphtheria cases in children and adolescents in East Java have consistently been high, and low immunization coverage might still be the leading cause. There has also been a shift in the district distribution. Diphtheria outbreaks require complete and sustainable efforts, not just outbreak response immunizations.","Husada D, Hartini Y, Nuringhati KW, Tindage SG, Mustikasari RI, Kartina L, Puspitasari D, Basuki PS, Moedjito I, Zumaroh Z, Susanto H, Wulandari W, Anggraini SD, Triyono EA",Trop Med Infect Dis,2024 Sep 7,Diphtheria AND Indonesia
31723410,"Risk factors for diphtheria outbreak in children aged 1-10 years in East Kalimantan Province, Indonesia.","Background: Diphtheria remains a health problem, especially in developing countries. In November 2017, the Indonesian Ministry of Health stated that there was a diphtheria outbreak in Indonesia. East Kalimantan is one of the provinces that experienced this disease outbreak. This study analyzes the risk factors for diphtheria outbreak in children aged 1-10 years. Methods: A case-control study was conducted on 37 respondents. Research variables consist of immunization status against diphtheria, pertussis and tetanus (DPT), nutritional status, children mobility, source of transmission, physical home environment (natural lighting, ventilation area, occupancy density, wall and floor type), knowledge of diphtheria and attitudes towards the diphtheria prevention program. Results: We found that the most of the children who had diphtheria had been immunized against DPT. Additionally the nutritional status of children (p=0.049), mobility (p=0.000) and the source of transmission (p=0.020) were significantly associated with diphtheria. Conclusions: Child/parent mobility (OR=8.456) is the main risk factor for diphtheria outbreak. It is recommended to limit the mobility of children to travel to areas that are experiencing increased cases of diphtheria, improve the nutritional status, and further research on the effectiveness of diphtheria vaccine.","Muhamad Ramdan I, Susanti R, Ifroh RH, Noviasty R",F1000Res,2018,Diphtheria AND Indonesia
32692596,"Impact of a three-dose diphtheria outbreak response immunization in East Java, Indonesia, 6 months after completion.","Several outbreaks of diphtheria have occured in the East Java Province of Indonesia since 2011. The last effort to stop the outbreak in the province was a three round outbreak response immunization (ORI) in 2018.The aim of the this study was to evaluate the impact of the 2018 ORI in East Java province - 6 months following the completion of the program. Surveillance data was collected for 6 month period, from January to June 2019. The source of data was the district health offices, hospitals, community health centers, and private physician and paramedic practices. The data included demographic characteristics, involved health facilities, patient immunization history, clinical signs and symptoms, some laboratory test results and other additional examinations. All cases were evaluated by the East Java Provincial Diphtheria Expert Committee and not based on the individual physician decision. During the 6 month period, there were 97 diphtheria cases which approved by the Diphtheria Expert Committee. The reports came from 36 of 38 districts. One patient died, denoting a case fatality rate of 1%. The majority were 19 years of age or less, with uncomplete immunization. Patients above 19 years were 24%. Compared with 2017 (438 cases) and 2018 (310), 2019 saw a significant reduction in the number of reported cases. Only 4 positive culture results were collected (positivity rate 4,13%). Two patients had Mitis subtype and the other two had Gravis subtype. Diphtheria ORI in East Java had a significant impact during the first 6 months of 2019.","Husada D, Puspitasari D, Kartina L, Basuki PS, Moedjito I, Susanto H, Suradi S, Purwitasari W, Hartono G",Hum Vaccin Immunother,2020 Sep 1,Diphtheria AND Indonesia
27497954,State of inequality in diphtheria-tetanus-pertussis immunisation coverage in low-income and middle-income countries: a multicountry study of household health surveys.,"BACKGROUND: Immunisation programmes have made substantial contributions to lowering the burden of disease in children, but there is a growing need to ensure that programmes are equity-oriented. We aimed to provide a detailed update about the state of between-country inequality and within-country economic-related inequality in the delivery of three doses of the combined diphtheria, tetanus toxoid, and pertussis-containing vaccine (DTP3), with a special focus on inequalities in high-priority countries. METHODS: We used data from the latest available Demographic and Health Surveys and Multiple Indicator Cluster Surveys done in 51 low-income and middle-income countries. Data for DTP3 coverage were disaggregated by wealth quintile, and inequality was calculated as difference and ratio measures based on coverage in richest (quintile 5) and poorest (quintile 1) household wealth quintiles. Excess change was calculated for 21 countries with data available at two timepoints spanning a 10 year period. Further analyses were done for six high-priority countries-ie, those with low national immunisation coverage and/or high absolute numbers of unvaccinated children. Significance was determined using 95% CIs. FINDINGS: National DTP3 immunisation coverage across the 51 study countries ranged from 32% in Central African Republic to 98% in Jordan. Within countries, the gap in DTP3 immunisation coverage suggested pro-rich inequality, with a difference of 20 percentage points or more between quintiles 1 and 5 for 20 of 51 countries. In Nigeria, Pakistan, Laos, Cameroon, and Central African Republic, the difference between quintiles 1 and 5 exceeded 40 percentage points. In 15 of 21 study countries, an increase over time in national coverage of DTP3 immunisation was realised alongside faster improvements in the poorest quintile than the richest. For example, in Burkina Faso, Cambodia, Gabon, Mali, and Nepal, the absolute increase in coverage was at least 2.0 percentage points per year, with faster improvement in the poorest quintile. Substantial economic-related inequality in DTP3 immunisation coverage was reported in five high-priority study countries (DR Congo, Ethiopia, Indonesia, Nigeria, and Pakistan), but not Uganda. INTERPRETATION: Overall, within-country inequalities in DTP3 immunisation persist, but seem to have narrowed over the past 10 years. Monitoring economic-related inequalities in immunisation coverage is warranted to reveal where gaps exist and inform appropriate approaches to reach disadvantaged populations. FUNDING: None.","Hosseinpoor AR, Bergen N, Schlotheuber A, Gacic-Dobo M, Hansen PM, Senouci K, Boerma T, Barros AJ",Lancet Glob Health,2016 Sep,Diphtheria AND Indonesia
39357185,"Immunogenicity of monoclonal antibody: Causes, consequences, and control strategies.","Antibody-based treatment was first used in 1891 for the treatment of diphtheria. Since then, monoclonal antibodies (mAbs) have been developed to treat many diseases such as cancer and act as vaccines. However, murine-derived therapeutic mAbs were found to be highly immunogenic, and caused anti-drug antibodies (ADAs) reaction, reducing their efficacy and causing severe infusion reactions. Fully human, humanised, and chimeric antibodies were then introduced for better therapeutic efficacy. With the introduction of immune response associated with mAbs immunogenicity. This review explores the immunogenicity of mAbs, its mechanism, contributing factors, and its impact on therapeutic efficacy. It also discusses immunogenicity assessment for preclinical studies and strategies for minimising immunogenicity for effective therapeutic treatment in various diseases. Finally, predicting immunogenicity in drug development is essential for selecting top drug candidates. A lot of methods can be implemented by the researchers and developers to reduce the development of ADAs while simultaneously minimising the immunogenicity reaction of mAbs.","Asmani AZA, Zainuddin AFF, Azmi Murad NA, Mohd Darwis NH, Suhaimi NS, Zaini E, Taher M, Susanti D, Khotib J",Pathol Res Pract,2024 Nov,Diphtheria AND Indonesia
34711786,Profile of Diphtheria Cases Hospitalized at Tertiary Referral Hospital in Indonesia: 10 Years' Experience.,"This is a report about children diphtheria cases' profile in Cipto Mangunkusumo Hospital, Jakarta from 2006 to 2017. Occurrence was the highest in >/=5-years-old age group (67.7%) with male predominance (58.8%). Thirty five point three percent cases had no immunization history and 38.2% cases had incomplete booster history. Pseudomembrane occurred in all cases, mostly found in pharynx (67.6%) and tonsil (61.8%).",Karyanti MR,Pediatr Infect Dis J,2022 Feb 1,Diphtheria AND Indonesia
